License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
July 28 2016,S118658,Gracie,Dog,"Poodle, Miniature",,98116
July 28 2016,S118730,Sadie,Dog,Australian Cattle Dog,,98108
July 28 2016,S118732,Angel,Dog,"Terrier, American Pit Bull",Terrier,98106
July 28 2016,S118774,Katie,Dog,Spaniel,Mix,98103
July 28 2016,S116579,Lola,Dog,Pomeranian,"Chihuahua, Short Coat",98118
July 28 2016,S118354,Lizzie,Dog,"Spaniel, American Cocker",Mix,98119
July 28 2016,443791,Brooklyn,Dog,"Chihuahua, Short Coat",,98119
July 28 2016,S118357,Yolandie,Dog,"Chihuahua, Short Coat",Mix,98177
July 29 2016,574879,Annabelle,Dog,"Terrier, Yorkshire",,98144
July 29 2016,899145,Rain,Dog,Boxer,Mix,98136
July 29 2016,S118644,Sofia,Dog,"Terrier, Yorkshire","Terrier, Yorkshire",98144
July 29 2016,S118715,Radio,Dog,Catahoula Leopard dog,,98108
July 29 2016,S118733,Scout,Dog,"Retriever, Labrador","Spaniel, Field",98117
July 29 2016,S118363,Lily Tomlin,Dog,"Terrier, Yorkshire","Chihuahua, Long Coat",98121
July 29 2016,S117638,Molly,Dog,"Retriever, Golden","Poodle, Standard",
July 29 2016,S118372,Serah,Dog,"Chihuahua, Short Coat",Mix,
July 30 2016,S118756,Bella,Dog,"Chihuahua, Long Coat",Pomeranian,98119
July 30 2016,435698,Roxy,Dog,"Spaniel, Cavalier King Charles",,98112
July 30 2016,S117657,Sophie,Dog,Havanese,Mix,98199
July 30 2016,S117370,Noodles,Dog,Shih Tzu,,98119
July 31 2016,443267,Izzy,Dog,"Retriever, Labrador",,
July 31 2016,S118647,Poppy,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Wire Haired",98199
July 31 2016,S118679,Hopper,Dog,"Poodle, Standard","Retriever, Labrador",98103
July 31 2016,S118703,Beasley,Dog,"Retriever, Labrador",,98136
July 31 2016,S118794,Ivy,Dog,"Terrier, Boston",,98106
August 01 2016,438489,Molly,Dog,Australian Shepherd,,98115
August 01 2016,440127,Karma,Dog,Siberian Husky,,98133
August 01 2016,440149,Chakra,Dog,Siberian Husky,,98133
August 01 2016,441610,Scout,Dog,Xoloitzcuintli,,98118
August 01 2016,442782,Freya,Dog,"Terrier, American Pit Bull",,98117
August 01 2016,445169,Tillie,Dog,Italian Greyhound,"Chihuahua, Short Coat",98115
August 01 2016,S118701,Mel,Dog,"Poodle, Miniature",Maltese,98103
August 01 2016,S118702,Ellie,Dog,"Welsh Corgi, Pembroke",,98106
August 01 2016,S118719,Luna,Dog,"Chihuahua, Short Coat","Terrier, Rat",98118
August 01 2016,S119362,Zooey,Dog,"Retriever, Labrador",German Shepherd,98106
August 01 2016,S101860,Laila Mae,Dog,Boxer,Mix,
August 02 2016,205887,Nella,Dog,"Terrier, Soft Coated Wheaten",,98115
August 02 2016,439566,Muffin,Dog,Shih Tzu,,98126
August 02 2016,S119303,Heide,Dog,Newfoundland,,98125
August 02 2016,S119304,Kona,Dog,"Retriever, Labrador",,98125
August 02 2016,S119336,Oswin,Dog,"Poodle, Miniature",Bichon Frise,98103
August 02 2016,S119348,Daisy,Dog,"Chihuahua, Short Coat",,98125
August 03 2016,442656,Junho,Dog,Portuguese Water Dog,,98133
August 03 2016,444002,Moe,Dog,"Terrier, Jack Russell",Beagle,98106
August 03 2016,S119333,Liberty,Dog,Pointer,Mix,98118
August 03 2016,S119347,Layla,Dog,"Terrier, Yorkshire",Maltese,98102
August 03 2016,S119414,Bella,Dog,Maltese,,98133
August 03 2016,S119415,Dixie,Dog,"Terrier, Rat","Terrier, Pit Bull",98133
August 03 2016,27925,Stella,Dog,"Terrier, Staffordshire Bull","Chihuahua, Short Coat",98199
August 03 2016,S119329,Nika,Dog,"Retriever, Labrador",,98119
August 04 2016,443192,Kalokalo,Dog,Rhodesian Ridgeback,,98126
August 04 2016,S119403,Rosie,Dog,"Retriever, Golden","Poodle, Miniature",98117
August 04 2016,S119436,Addison,Dog,Mix,,98133
August 04 2016,S119446,Zia,Dog,German Shepherd,,98116
August 04 2016,S119517,Lucy,Dog,Miniature Pinscher,"Chihuahua, Long Coat",98126
August 04 2016,S116584,Maggie,Dog,"Bulldog, American",Mix,98199
August 04 2016,S117396,Tootie Pop,Dog,"Spaniel, American Cocker",Mix,98121
August 05 2016,729854,Chloe,Dog,"Chihuahua, Short Coat",,
August 05 2016,S119501,Rosa,Dog,Border Collie,,98117
August 05 2016,S119502,Solimar,Dog,"Terrier, Yorkshire",,98117
August 05 2016,S118417,Zoe Ashby,Dog,"Dachshund, Standard Smooth Haired",Mix,
August 05 2016,S118421,Sheba,Dog,"Retriever, Labrador",Mix,
August 05 2016,S101094,La Weasel,Dog,"Coonhound, Redbone","Collie, Rough",98106
August 05 2016,S101293,Gemma,Dog,German Shepherd,Mix,98125
August 05 2016,S101294,Huntrees,Dog,"Bulldog, American",Mix,98125
August 06 2016,438021,Romper,Dog,"Bulldog, French",,98112
August 06 2016,586437,Tuli,Dog,Havanese,,98115
August 06 2016,S119445,Penny,Dog,Portuguese Water Dog,,98109
August 07 2016,580148,Camiel,Dog,"Terrier, Rat",,98117
August 07 2016,586449,Ruby,Dog,Border Collie,"Retriever, Labrador",98144
August 07 2016,586465,Daisy,Dog,Shetland Sheepdog,,
August 07 2016,S119475,Frenchy,Dog,"Chihuahua, Long Coat",Terrier,98108
August 07 2016,S119503,Ripley,Dog,"Terrier, Airedale",,98136
August 08 2016,212630,Sasha,Dog,Australian Shepherd,,98119
August 08 2016,443066,Paper,Dog,"Retriever, Labrador",Greyhound,98107
August 08 2016,572814,Flora,Dog,Australian Shepherd,Mix,98108
August 08 2016,581851,Toula,Dog,Border Collie,"Retriever, Golden",
August 08 2016,583627,Sam,Dog,Terrier,,98108
August 08 2016,586285,Lucy Loo,Dog,Terrier,Mix,98107
August 08 2016,586421,Della,Dog,"Retriever, Labrador",,98199
August 08 2016,730887,Pepper,Dog,Shepherd,Mix,98115
August 08 2016,S102714,New Year,Dog,"Cur, Mountain",,98199
August 08 2016,S118104,Chonchis,Dog,Alaskan Husky,Mix,98146
August 09 2016,S118819,Lolly,Dog,"Chihuahua, Short Coat",Whippet,98146
August 09 2016,S118820,Olive,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98146
August 09 2016,S118855,Jovie,Dog,Terrier,,98108
August 09 2016,S118466,Cookie,Dog,Boxer,Mix,98118
August 10 2016,579345,Gigi,Dog,Lhasa Apso,,98177
August 10 2016,729943,Grace,Dog,Maltese,"Terrier, Yorkshire",98136
August 10 2016,829464,Hoover,Dog,Rottweiler,Mix,98103
August 10 2016,S118838,Maggie,Dog,Mix,Shepherd,98115
August 10 2016,S119998,Lizzie,Dog,Terrier,,98103
August 10 2016,S119999,Suki,Dog,German Shepherd,,98103
August 10 2016,S120000,Poco,Dog,"Chihuahua, Long Coat",,98102
August 10 2016,S120098,Loona,Dog,"Spaniel, American Cocker",Mix,98122
August 10 2016,S117661,Harley,Dog,"Retriever, Golden",Mix,98102
August 10 2016,582180,Abby,Dog,"Chihuahua, Short Coat",Terrier,98118
August 10 2016,S117623,Kella,Dog,"Terrier, American Staffordshire",,
August 10 2016,575971,Phoebe,Dog,"Terrier, Jack Russell",Mix,98118
August 10 2016,442297,Millie,Dog,Pug,,98117
August 10 2016,442298,Molly,Dog,Pug,,98117
August 11 2016,426864,Lizzy,Dog,Australian Shepherd,Maltese,98115
August 11 2016,574598,Pepper,Dog,Terrier,Mix,98107
August 11 2016,575897,Lily,Dog,"Retriever, Golden",,
August 11 2016,S119959,Bailey,Dog,Mix,,98144
August 11 2016,S119963,Veli,Dog,Anatolian Shepherd,Great Pyrenees,98119
August 11 2016,S119993,Tenshi,Dog,Mix,,98125
August 11 2016,582384,Bella,Dog,Australian Shepherd,,98116
August 11 2016,131906,Seti,Dog,"Terrier, Fox, Smooth",Schipperke,98125
August 11 2016,S101862,Saran,Dog,"Terrier, Yorkshire",Mix,
August 12 2016,905167,Remy,Dog,"Terrier, Boston","Terrier, Rat",98108
August 12 2016,S117637,Chipper,Dog,Terrier,Mix,
August 13 2016,S119958,Riley,Dog,Mix,,
August 13 2016,S119977,Meiyo,Dog,"Retriever, Labrador",,98108
August 13 2016,S119987,Sadie,Dog,"Dachshund, Miniature Long Haired","Dachshund, Miniature Smooth Haired",98125
August 13 2016,905114,Pixie,Dog,"Chihuahua, Short Coat",,
August 14 2016,441705,Missy,Dog,Pug,,98106
August 14 2016,S107528,Lilly,Dog,"Retriever, Labrador","Retriever, Golden",98119
August 14 2016,S119917,Bear,Dog,Border Collie,,98133
August 14 2016,S120024,Sam,Dog,"Bulldog, American","Terrier, English Staffordshire",98118
August 15 2016,442986,Sierra,Dog,German Shepherd,,98125
August 15 2016,444482,Maggy,Dog,Terrier,"Terrier, Soft Coated Wheaten",98199
August 15 2016,581667,Lucy,Dog,"Retriever, Golden",,98144
August 15 2016,S108690,Pip Alto,Dog,"Retriever, Golden",,98103
August 15 2016,S120001,Kona,Dog,Great Dane,Boxer,98107
August 15 2016,S119801,Lucy,Dog,German Shepherd,,98106
August 15 2016,S101161,Chelsea,Dog,"Spaniel, English Springer",Mix,98144
August 16 2016,356670,Fen,Dog,Border Collie,,98107
August 16 2016,444586,Agnes,Dog,Boxer,,98103
August 16 2016,580659,Ameli,Dog,"Coonhound, Redbone",Argentine Dogo,98199
August 16 2016,S103052,Winry,Dog,German Shepherd,"Retriever, Labrador",
August 16 2016,S119547,Sadie,Dog,Boxer,,98109
August 16 2016,S119548,Pumpkin,Dog,"Terrier, American Pit Bull",,98103
August 16 2016,S119567,Trudie,Dog,"Terrier, American Pit Bull",,98107
August 16 2016,S119805,Annabelle,Dog,"Terrier, Rat",Mix,
August 16 2016,580120,Ruby Rose,Dog,"Griffon, Brussels",,98118
August 16 2016,S119941,Harper,Dog,"Retriever, Labrador",,
August 17 2016,S120121,Chanel,Dog,"Chihuahua, Long Coat",Terrier,
August 17 2016,S118108,Chewey,Dog,American Eskimo,Mix,
August 18 2016,358022,Maggie,Dog,Lhasa Apso,"Poodle, Miniature",98107
August 18 2016,579240,Mila,Dog,"Retriever, Labrador","Poodle, Standard",98106
August 18 2016,S120115,Connie,Dog,"Collie, Smooth",,98115
August 18 2016,S120201,Betty White,Dog,"Poodle, Miniature",Maltese,98122
August 18 2016,S119816,Bella,Dog,"Chihuahua, Short Coat",Shih Tzu,
August 18 2016,S117679,Pipi,Dog,Terrier,Mix,98106
August 19 2016,445410,Libby,Dog,Terrier,Mix,98115
August 19 2016,S120173,Bruisella,Dog,Mix,,98103
August 19 2016,S120175,Taja,Dog,Mix,,98103
August 19 2016,S120176,Tikko,Dog,Mix,,98103
August 19 2016,S120177,Xena,Dog,Mix,,98103
August 19 2016,572602,Daisy,Dog,German Shepherd,,98126
August 19 2016,436759,Kaia,Dog,Border Collie,Mix,98117
August 19 2016,S119817,Ziggy,Dog,"Retriever, Golden","Poodle, Standard",98107
August 19 2016,S112163,Remy,Dog,Shih Tzu,,98119
August 19 2016,S112164,Maya,Dog,Terrier,Mix,98119
August 20 2016,902175,Tulio,Dog,"Retriever, Golden",,98105
August 20 2016,S120184,Shiloh,Dog,Shiba Inu,,98118
August 20 2016,S120207,Scarlet,Dog,Bichon Frise,,98115
August 20 2016,214289,Luna,Dog,"Terrier, American Pit Bull","Retriever, Labrador",98119
August 20 2016,S117689,Parker,Dog,"Retriever, Labrador",Mix,
August 20 2016,586483,Opal,Dog,Basset Hound,,98020
August 21 2016,442991,Betsy,Dog,"Poodle, Miniature",,98177
August 21 2016,S120138,Phoebe,Dog,"Spaniel, Clumber",,98144
August 21 2016,S100925,Olive,Dog,"Griffon, Wirehaired Pointing",Mix,98117
August 22 2016,586265,Isabella,Dog,Terrier,"Chihuahua, Short Coat",
August 22 2016,729921,Chloe,Dog,Bichon Frise,,98144
August 22 2016,729922,Sophie,Dog,Maltese,Chinese Crested,98144
August 22 2016,S120188,Lulu,Dog,Shih Tzu,,98136
August 22 2016,S120244,Marley,Dog,"Retriever, Labrador",Mix,
August 23 2016,584784,Mango Cao Cohea,Dog,Pekingese,Shih Tzu,98121
August 23 2016,S120306,Diamond,Dog,"Terrier, American Staffordshire",,98103
August 23 2016,S120310,Violet,Dog,"Retriever, Labrador","Poodle, Standard",
August 23 2016,S120332,Toshiko,Dog,Pomeranian,,98121
August 23 2016,S120333,Sadie,Dog,Rhodesian Ridgeback,,98122
August 23 2016,S119822,Kona,Dog,Akita,,98118
August 23 2016,S117696,Bella,Dog,"Chihuahua, Short Coat",Mix,98122
August 23 2016,S112732,Mandy,Dog,"Chihuahua, Short Coat",Mix,
August 24 2016,577319,Rosabel,Dog,"Retriever, Golden",,98122
August 24 2016,583597,Gracie,Dog,"Retriever, Labrador",,98117
August 24 2016,S120313,Izze,Dog,"Retriever, Golden",,98125
August 24 2016,S120322,Lyanna,Dog,"Welsh Corgi, Cardigan",,98119
August 24 2016,S120358,Recon,Dog,"Retriever, Labrador",,98136
August 24 2016,S120371,Bean,Dog,Pug,,98115
August 24 2016,S118499,Tess,Dog,"Terrier, Cairn",,98125
August 24 2016,S120303,Bailey,Dog,"Retriever, Labrador","Terrier, Boston",
August 25 2016,582956,Ruby,Dog,"Retriever, Labrador",,98117
August 25 2016,S103611,Colette,Dog,"Poodle, Toy",,98115
August 25 2016,S109852,Kangaroo,Dog,Xoloitzcuintli,,98118
August 25 2016,S120304,Pepper,Dog,"Retriever, Labrador","Poodle, Standard",98115
August 25 2016,S120329,Dolly,Dog,Xoloitzcuintli,Mix,98106
August 25 2016,S120366,Katy,Dog,"Terrier, Boston",,
August 25 2016,S117997,Dilly,Dog,"Retriever, Golden","Poodle, Standard",98125
August 25 2016,580012,Cedar,Dog,Border Collie,"Retriever, Labrador",98125
August 25 2016,S117698,Alma,Dog,Mastiff,Mix,98119
August 26 2016,84301,Chloe,Dog,"Retriever, Labrador",,98112
August 26 2016,S120490,Maddie,Dog,German Shepherd,"Retriever, Golden",98105
August 26 2016,S118871,Mini,Dog,"Chihuahua, Short Coat",Mix,98103
August 26 2016,S111681,Nova,Dog,Beagle,Mix,98117
August 26 2016,S118873,Sally Jo,Dog,Rottweiler,,98121
August 26 2016,142219,Piper,Dog,Australian Shepherd,,98199
August 26 2016,S112168,Alice,Dog,Spaniel,Mix,
August 27 2016,586034,Lily,Dog,"Collie, Smooth",Mix,98146
August 27 2016,729827,Maizy,Dog,Great Dane,"Retriever, Labrador",98117
August 27 2016,S120410,Nikita,Dog,German Shepherd,,98115
August 27 2016,S120412,Waimea,Dog,"Terrier, American Pit Bull",,98125
August 27 2016,S120420,Pepper,Dog,"Australian Shepherd, Miniature","Spaniel, Tibetan",98112
August 27 2016,S120442,Nellie,Dog,"Retriever, Labrador",,98199
August 27 2016,S120455,Rosie,Dog,Shepherd,,98105
August 27 2016,S112169,Ellie,Dog,"Terrier, Tibetan",Mix,
August 27 2016,S120057,Muheca,Dog,"Chihuahua, Short Coat",Mix,98108
August 27 2016,S120058,Luna,Dog,"Chihuahua, Short Coat",Mix,98108
August 27 2016,S120059,Chacha,Dog,"Chihuahua, Short Coat",Mix,98108
August 28 2016,581524,Pearl,Dog,Pug,,98115
August 28 2016,733265,Love,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98106
August 28 2016,S120405,Emmie,Dog,"Retriever, Labrador",Chinese Shar-Pei,98133
August 28 2016,S120421,Meeko,Dog,"Dachshund, Miniature Smooth Haired",,98133
August 28 2016,S120487,Zaila,Dog,Shepherd,Mix,98106
August 29 2016,216757,Shanti,Dog,Great Dane,,98116
August 29 2016,354085,Willow,Dog,Hound,Mix,98126
August 29 2016,586052,Lola,Dog,Xoloitzcuintli,,98125
August 29 2016,S120429,Roxy,Dog,"Dachshund, Standard Wire Haired",Retriever,98125
August 29 2016,S120504,Chili P.,Dog,"Retriever, Labrador","Poodle, Standard",98103
August 29 2016,S119588,,Dog,"Welsh Corgi, Pembroke",Shepherd,98105
August 29 2016,S119829,River,Dog,Pug,,98103
August 30 2016,436342,Bonnie,Dog,"Terrier, West Highland White",,98105
August 30 2016,S120609,Mila,Dog,"Retriever, Labrador",Beauceron,98133
August 30 2016,S120631,Tina,Dog,"Terrier, Boston",,
August 30 2016,S120671,Bella,Dog,"Retriever, Labrador","Pointer, German Shorthaired",98115
August 30 2016,S120672,Fiona,Dog,"Poodle, Miniature","Schnauzer, Miniature",98119
August 30 2016,S120673,Maybelle,Dog,Shih Tzu,"Terrier, Yorkshire",
August 30 2016,S120080,Muñe,Dog,"Chihuahua, Short Coat",Mix,98108
August 30 2016,S119831,Madison,Dog,"Poodle, Miniature","Retriever, Labrador",98119
August 30 2016,S119832,Chloe,Dog,Pug,,98126
August 30 2016,S119601,Charlotte,Dog,Australian Cattle Dog,American Blue Heeler,98125
August 30 2016,S120078,Kaboos,Dog,"Terrier, Pit Bull",,98106
August 31 2016,579766,MISS BROWN,Dog,Greyhound,"Retriever, Chesapeake Bay",98115
August 31 2016,586429,Lola,Dog,"Bulldog, English",,
August 31 2016,729844,Chou Chou,Dog,Australian Cattle Dog,,98118
August 31 2016,951849,Roxy,Dog,"Terrier, Rat",,98115
August 31 2016,S120612,Dixie,Dog,Mix,,
August 31 2016,S120660,Luna,Dog,Retriever,Shepherd,98115
August 31 2016,S120662,Katie,Dog,"Retriever, Chesapeake Bay",,98105
August 31 2016,S120663,Ruby,Dog,"Retriever, Labrador",Bernese Mountain Dog,98116
August 31 2016,126808,Zoe,Dog,"Poodle, Standard",,98115
September 01 2016,443260,Callie,Dog,German Shepherd,,98105
September 01 2016,581209,Emma,Dog,"Retriever, Labrador",,98126
September 01 2016,959935,Violet,Dog,"Spaniel, American Cocker",Chow Chow,98105
September 01 2016,S120723,Kenzie,Dog,"Terrier, American Staffordshire",Bichon Frise,
September 01 2016,S119834,Ruby,Dog,"Retriever, Labrador",,98116
September 01 2016,S120301,Elkie,Dog,Terrier,Mix,98199
September 01 2016,S118891,Evie,Dog,Pug,"Chihuahua, Short Coat",
September 02 2016,S108600,Trixie,Dog,"Terrier, Soft Coated Wheaten",,98116
September 02 2016,S120788,Angel,Dog,Pomeranian,,98104
September 02 2016,S120789,Carmilla,Dog,Pomeranian,,98104
September 02 2016,S118897,Tweak,Dog,"Dachshund, Standard Smooth Haired",,98115
September 02 2016,S119363,Audrey,Dog,"Bulldog, French",Mix,
September 02 2016,S119365,Motsu,Dog,Bichon Frise,Mix,
September 02 2016,S119369,Scout,Dog,"Terrier, Jack Russell","Poodle, Miniature",98105
September 03 2016,583324,Rosie,Dog,"Spaniel, Cavalier King Charles",,98144
September 03 2016,733179,Prudence,Dog,Boxer,,98116
September 03 2016,S120705,Quattro,Dog,"Schnauzer, Miniature",,98112
September 03 2016,S120773,Juno,Dog,"Retriever, Golden",,98115
September 03 2016,S120775,Sam,Dog,Beagle,,98115
September 03 2016,S119591,Angel,Dog,Shepherd,Mix,98108
September 03 2016,S119370,Shyla,Dog,"Retriever, Labrador",Mix,98115
September 03 2016,S119592,Luna,Dog,"Retriever, Labrador",,98102
September 03 2016,S119374,Arusha,Dog,German Shepherd,,98199
September 03 2016,S119377,Thai,Dog,Border Collie,Alaskan Husky,98118
September 04 2016,S120719,SOPHIE CHIARA,Dog,Bernese Mountain Dog,,98101
September 04 2016,S120721,chloe sue,Dog,"Welsh Corgi, Pembroke",,98101
September 05 2016,S120747,Sasha,Dog,"Retriever, Labrador",,98105
September 05 2016,441229,Dagney,Dog,"Poodle, Miniature",,98117
September 06 2016,571885,Cocoa Puff,Dog,Australian Shepherd,,98105
September 06 2016,S120536,Moose,Dog,"Terrier, Staffordshire Bull",,98121
September 06 2016,585989,Davida,Dog,"Retriever, Labrador","Poodle, Standard",
September 06 2016,S119381,Meeka,Dog,Alaskan Husky,Mix,
September 06 2016,S120240,Luna,Dog,Samoyed,Mix,
September 06 2016,S120399,Cosecha,Dog,Alaskan Husky,,98118
September 07 2016,586475,Ursa,Dog,"Dachshund, Standard Wire Haired",,98117
September 07 2016,S120555,Lola,Dog,Papillon,Australian Shepherd,98121
September 07 2016,S120876,Scarlet,Dog,"Retriever, Labrador","Poodle, Standard",98125
September 07 2016,S119391,,Dog,Miniature Pinscher,Pomeranian,98101
September 08 2016,358293,Midge,Dog,"Bulldog, French",,98177
September 08 2016,728321,Pinkey Dick,Dog,Terrier,,98118
September 08 2016,730920,Sophie,Dog,"Terrier, Cairn",,98144
September 08 2016,S113382,Zion,Dog,"Retriever, Nova Scotia Duck Tolling",,98105
September 08 2016,S120812,Hannah Belle,Dog,Newfoundland,,98125
September 08 2016,S120852,Molly,Dog,"Poodle, Standard",,98144
September 08 2016,S120913,Tootsie,Dog,Terrier,Mix,98117
September 08 2016,S119393,Khairie,Dog,Anatolian Shepherd,,98117
September 08 2016,S119399,Paris,Dog,"Chihuahua, Long Coat","Dachshund, Miniature Long Haired",98199
September 09 2016,726457,Charleigh,Dog,"Schnauzer, Miniature",,98117
September 09 2016,728514,Shelby,Dog,"Retriever, Labrador",,98102
September 09 2016,729898,Anna,Dog,"Retriever, Labrador",,98102
September 09 2016,S120816,Lil Miss,Dog,Maltese,Pomeranian,98125
September 09 2016,S120920,Charlie Girl,Dog,"Spaniel, Cavalier King Charles",,98109
September 09 2016,S118115,Bella,Dog,"Retriever, Labrador","Spaniel, American Cocker",98146
September 09 2016,S120566,Butterscotch,Dog,"Terrier, Pit Bull",Mix,98112
September 10 2016,724956,Lulu,Dog,"Chihuahua, Short Coat",Mix,98119
September 10 2016,S100502,Snowflake,Dog,Terrier,"Chihuahua, Long Coat",98133
September 10 2016,S120872,Lucia,Dog,Havanese,"Poodle, Miniature",98108
September 11 2016,583603,Lucy,Dog,Bichon Frise,,98119
September 11 2016,S113829,Riley,Dog,Australian Shepherd,,98112
September 11 2016,S120897,Luna,Dog,Australian Kelpie,Mix,98105
September 11 2016,S120908,Lola Louise,Dog,Australian Cattle Dog,Mix,98108
September 12 2016,83999,Paddy,Dog,"Terrier, Cairn",,98108
September 12 2016,437920,Chelsea,Dog,"Terrier, Soft Coated Wheaten",,98112
September 12 2016,719118,Syd,Dog,German Shepherd,Mix,98136
September 12 2016,732934,Abi(gail),Dog,"Dachshund, Standard Smooth Haired","Terrier, Jack Russell",98133
September 12 2016,S120847,Nala,Dog,Belgian Sheepdog,,98112
September 12 2016,S120892,Luna,Dog,"Retriever, Golden",,98126
September 12 2016,S120893,Ruby,Dog,"Retriever, Golden",,98126
September 13 2016,S100220,Nila,Dog,Portuguese Water Dog,,
September 13 2016,S120961,Gaia,Dog,Leonberger,,98144
September 13 2016,S120978,T'va,Dog,"Terrier, Parson Russell","Terrier, Jack Russell",98103
September 13 2016,S120254,Baby,Dog,Pekingese,,98199
September 13 2016,585984,Maddie,Dog,"Retriever, Golden",,98117
September 13 2016,726953,Luna,Dog,"Terrier, Boston",,
September 14 2016,579765,Tippy,Dog,Papillon,,98139
September 14 2016,728286,,Dog,Australian Shepherd,,98118
September 14 2016,729382,Hope,Dog,Boxer,"Retriever, Labrador",98122
September 14 2016,S111651,Scout,Dog,"Schnauzer, Miniature",Mix,98119
September 14 2016,S120940,Kiana,Dog,Australian Cattle Dog,Boxer,98125
September 14 2016,S120965,Jelly,Dog,"Chihuahua, Short Coat",Mix,98116
September 14 2016,S120968,Neko,Dog,"Retriever, Flat-Coated",,98118
September 14 2016,S120256,Phoebe,Dog,"Chihuahua, Short Coat",Italian Greyhound,98104
September 14 2016,S120583,Eugenie,Dog,Pug,Mix,
September 15 2016,583434,Keena,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98117
September 15 2016,730607,Mia,Dog,Chinese Shar-Pei,,98125
September 15 2016,731019,Mika,Dog,"Welsh Corgi, Cardigan",,
September 16 2016,721603,Bailey,Dog,Havanese,,98105
September 16 2016,729198,Stella,Dog,Australian Cattle Dog,,98109
September 16 2016,S121205,Princess,Dog,"Chihuahua, Short Coat",,98119
September 16 2016,S121235,Meeko,Dog,"Retriever, Labrador","Pointer, German Shorthaired",98125
September 16 2016,S120596,Juniper,Dog,German Shepherd,,98115
September 16 2016,S119860,Khaleesi,Dog,Siberian Husky,Mix,98122
September 16 2016,S120594,Lucia,Dog,Pug,"Chihuahua, Short Coat",98103
September 16 2016,S101606,Pepper,Dog,"Retriever, Golden","Retriever, Labrador",98145
September 17 2016,726967,Ethel,Dog,"Chihuahua, Short Coat",,98122
