finish,start,car_number,driver,car_name/entrant,make_model,status,laps,LED,winnings,year
29,17,49,Ray Crawford,Crawford,KK500B/Offy,Accident,49,0,"$2,444",1956
30,12,15,Johnny Boyd,Bowes Seal Fast,KK500G/Offy,Oil leak,35,0,"$2,414",1956
31,11,53,Troy Ruttman,John Zink,KK500D/Offy,Spun out,22,0,"$2,384",1956
32,18,88,Johnny Thomson,Schmidt,Kuzma/Offy,Spun out,22,0,"$2,854",1956
33,8,29,Paul Russo,Novi Vespa,Kurtis/Novi,Accident,21,11,"$3,974",1956
1,13,9,Sam Hanks,Belond Exhaust,Salih/Offy,135.601,200,136,"$103,844",1957
2,32,26,Jim Rathmann,Chiropractic,Epperly/Offy,135.382,200,24,"$38,494",1957
3,15,1,Jimmy Bryan,Dean Van Lines,Kuzma/Offy,134.246,200,0,"$21,794",1957
4,10,54,Paul Russo,Novi Auto Air Conditioner,Kurtis/Novi,133.818,200,24,"$19,369",1957
5,12,73,Andy Linden,McNamara/Veedol,KK500G/Offy,133.645,200,0,"$11,094",1957
6,5,6,Johnny Boyd,Bowes Seal Fast,KK500G/Offy,132.846,200,0,"$8,194",1957
7,28,48,Marshall Teague,Sumar,KK500C/Offy,132.745,200,0,"$6,819",1957
8,1,12,Pat O'Connor,Sumar,KK500G/Offy,132.281,200,7,"$8,619",1957
9,16,7,Bob Veith,Bob Estes,Phillips/Offy,131.855,200,0,"$5,969",1957
10,14,22,Gene Hartley,Massaglia Hotels,Lesovsky/Offy,131.345,200,0,"$5,844",1957
11,19,19,Jack Turner,Bardahl,KK500G/Offy,130.906,200,0,"$3,639",1957
12,11,10,Johnny Thomson,D-A Lubricant,Kuzma/Offy,Running,199,5,"$5,069",1957
13,33,95,Bob Christie,Jones & Maley,KK500C/Offy,Running,197,0,"$3,299",1957
14,25,82,Chuck Weyant,Central Excavating,KK500C/Offy,Running,196,0,"$3,429",1957
15,22,27,Tony Bettenhausen,Novi Auto Air Conditioner,Kurtis/Novi,Running,195,0,"$4,059",1957
16,17,18,Johnnie Parsons,Sumar,KK500G/Offy,Running,195,0,"$2,989",1957
17,21,3,Don Freeland,Ansted Rotary,KK500D/Offy,Running,192,0,"$2,869",1957
18,6,5,Jimmy Reece,Hoyt Machine,KK500C/Offy,Throttle,182,0,"$2,749",1957
19,27,92,Don Edmunds,McKay,KK500G/Offy,Spun out,170,0,"$3,169",1957
20,31,28,Johnnie Tolan,Greenman-Casale,Kuzma/Offy,Clutch,138,0,"$2,639",1957
21,30,89,Al Herman,Dunn Engineering,Dunn/Offy,Accident,111,0,"$2,659",1957
22,4,14,Fred Agabashian,Bowes Seal Fast,KK500G/Offy,Fuel leak,107,0,"$2,879",1957
23,2,88,Eddie Sachs,Schmidt,Kuzma/Offy,Fuel pump,105,0,"$3,299",1957
24,18,77,Mike Magill,Dayton Steel Foundry,KK500G/Offy,Accident,101,0,"$2,519",1957
25,20,43,Eddie Johnson,Chapman,KK500G/Offy,Wheel bearing,93,0,"$2,489",1957
26,23,31,Bill Cheesbourg,Schildmeier Seal Line,KK500G/Offy,Fuel leak,81,0,"$3,209",1957
27,8,16,Al Keller,Bardahl,KK500G/Offy,Accident,75,0,"$2,429",1957
28,29,57,Jimmy Daywalt,Helse,KK500C/Offy,Accident,53,0,"$2,449",1957
29,7,83,Ed Elisian,McNamara,KK500C/Offy,Timing gear,51,0,"$2,369",1957
30,24,8,Rodger Ward,Wolcott Fuel Injection,Lesovsky/Offy,Supercharger,27,0,"$2,889",1957
31,3,52,Troy Ruttman,John Zink,Watson/Offy,Piston,13,4,"$3,459",1957
32,26,55,Eddie Russo,Sclavi & Amos,KK500C/Offy,Accident,0,0,"$2,404",1957
33,9,23,Elmer George,Travelon Trailer,KK500B/Offy,Accident,0,0,"$2,249",1957
1,7,1,Jimmy Bryan,Belond A.P.,Salih/Offy,133.791,200,139,"$105,574",1958
2,25,99,George Amick,Demler,Epperly/Offy,133.517,200,18,"$38,874",1958
3,8,9,Johnny Boyd,Bowes Seal Fast,KK500G/Offy,133.099,200,18,"$24,999",1958
4,9,33,Tony Bettenhausen,Jones & Maley,Epperly/Offy,132.855,200,24,"$17,199",1958
5,20,2,Jim Rathmann,Leader Card 500 Roadster,Epperly/Offy,132.847,200,0,"$11,399",1958
6,3,16,Jimmy Reece,John Zink,Watson/Offy,132.443,200,0,"$8,699",1958
7,13,26,Don Freeland,Bob Estes,Phillips/Offy,132.403,200,0,"$6,999",1958
8,19,44,Jud Larson,John Zink,Watson/Offy,130.55,200,0,"$7,049",1958
9,26,61,Eddie Johnson,Bryant Heating & Cooling,KK500G/Offy,130.156,200,0,"$5,999",1958
10,33,54,Bill Cheesbourg,Novi Auto Air Conditioner,Kurtis/Novi,129.149,200,0,"$6,399",1958
11,21,52,Al Keller,Bardahl,KK500G-2/Offy,128.498,200,0,"$3,919",1958
12,6,45,Johnnie Parsons,Gerhardt,KK500G/Offy,128.254,200,0,"$3,599",1958
13,30,19,Johnnie Tolan,Greenman-Casale,Kuzma/Offy,128.15,200,0,"$3,329",1958
14,17,65,Bob Christie,Federal Engineering,KK500E/Offy,Spun out,189,0,"$4,209",1958
15,32,59,Dempsey Wilson,Sorenson,Kuzma/Offy,Refueling fire,151,0,"$4,089",1958
16,12,29,A.J. Foyt,Dean Van Lines,Kuzma/Offy,Spun out,148,0,"$2,969",1958
17,31,77,Mike Magill,Dayton Steel Foundry,KK500G/Offy,Running,136,0,"$2,849",1958
18,14,15,Paul Russo,Novi Auto Air Conditioner,Kurtis/Novi,Throttle,122,0,"$2,779",1958
19,23,83,Shorty Templeman,McNamara,KK500C/Offy,Brakes,116,0,"$2,699",1958
20,11,8,Rodger Ward,Wolcott Fuel Injection,Lesovsky/Offy,Magneto,93,0,"$2,719",1958
21,15,43,Billy Garrett,Chapman,KK500G/Offy,Gears,80,0,"$2,639",1958
22,18,88,Eddie Sachs,Schmidt,Kuzma/Offy,Transmission,68,1,"$3,759",1958
23,22,7,Johnny Thomson,D-A Lubricant,Kurtis/Offy,Steering,52,0,"$2,754",1958
24,29,89,Chuck Weyant,Dunn Engineering,Dunn/Offy,Accident,38,0,"$2,549",1958
25,10,25,Jack Turner,Massaglia Hotels,Lesovsky/Offy,Fuel pump,21,0,"$2,569",1958
26,4,14,Bob Veith,Bowes Seal Fast,KK500G/Offy,Accident,1,0,"$2,789",1958
27,1,97,Dick Rathmann,McNamara,Watson/Offy,Accident,0,0,"$6,259",1958
28,2,5,Ed Elisian,John Zink,Watson/Offy,Accident,0,0,"$3,179",1958
29,5,4,Pat O'Connor,Sumar,KK500G/Offy,Accident,0,0,"$2,574",1958
30,16,31,Paul Goldsmith,City of Daytona Beach,KK500G/Offy,Accident,0,0,"$2,369",1958
31,24,92,Jerry Unser,McKay,KK500G/Offy,Accident,0,0,"$2,339",1958
32,27,68,Len Sutton,Jim Robbins,KK500G/Offy,Accident,0,0,"$2,309",1958
33,28,57,Art Bisch,Helse,Kuzma/Offy,Accident,0,0,"$2,279",1958
1,6,5,Rodger Ward,Leader Card 500 Roadster,Watson/Offy,135.857,200,130,"$106,850",1959
2,3,16,Jim Rathmann,Simoniz,Watson/Offy,135.619,200,19,"$39,800",1959
3,1,3,Johnny Thomson,Racing Associates,Lesovsky/Offy,135.34,200,40,"$32,375",1959
4,15,1,Tony Bettenhausen,Hoover Motor Express,Epperly/Offy,134.768,200,0,"$15,475",1959
5,16,99,Paul Goldsmith,Demler,Epperly/Offy,134.573,200,0,"$11,975",1959
6,11,33,Johnny Boyd,Bowes Seal Fast,Epperly/Offy,133.867,200,0,"$8,475",1959
7,12,37,Duane Carter,Smokey's Reverse Torque,Kurtis/Offy,133.342,200,0,"$7,275",1959
8,8,19,Eddie Johnson,Bryant Heating & Cooling,KK500G/Offy,133.336,200,0,"$6,625",1959
9,27,45,Paul Russo,Bardahl,KK500G/Offy,133.331,200,0,"$6,325",1959
10,17,10,A.J. Foyt,Dean Van Lines,Kuzma/Offy,133.297,200,0,"$6,575",1959
11,9,88,Gene Hartley,Drewry's,Kuzma/Offy,132.434,200,0,"$4,795",1959
12,7,74,Bob Veith,John Zink Heater,Moore/Offy,132.169,200,0,"$4,675",1959
13,23,89,Al Herman,Dunn Engineering,Dunn/Offy,131.872,200,0,"$4,455",1959
14,13,66,Jimmy Daywalt,Federal Engineering,KK500E/Offy,131.861,200,0,"$5,335",1959
15,21,71,Chuck Arnold,Hall-Mar,Curtis/Offy,130.918,200,0,"$4,165",1959
16,33,58,Jim McWithey,Ray Brady,KK500C/Offy,129.024,200,0,"$4,045",1959
17,2,44,Eddie Sachs,Schmidt,Kuzma/Offy,Running,182,0,"$4,675",1959
18,28,57,Al Keller,Helse,Kuzma/Offy,Pistons,163,0,"$3,980",1959
19,18,64,Pat Flaherty,John Zink Heater,Watson/Offy,Accident,162,11,"$5,725",1959
20,4,73,Dick Rathmann,McNamara Chiropractic,Watson/Offy,Fire in pit,150,0,"$4,045",1959
21,30,53,Bill Cheesbourg,Greenman-Casale,Kuzma/Offy,Magneto,147,0,"$3,765",1959
22,25,15,Don Freeland,Jim Robbins,KK500G/Offy,Magneto,136,0,"$4,485",1959
23,32,49,Ray Crawford,Meguiar's Mirror Glaze,Elder/Offy,Accident,115,0,"$3,655",1959
24,10,9,Don Branson,Bob Estes,Phillips/Offy,Torsion bar,112,0,"$3,625",1959
25,24,65,Bob Christie,Federal Engineering,KK500D/Offy,Rod,109,0,"$4,595",1959
26,5,48,Bobby Grim,Sumar,KK500G/Offy,Magneto,85,0,"$4,190",1959
27,14,24,Jack Turner,Travelon Trailer,Christensen/Offy,Fuel tank,47,0,"$4,335",1959
28,29,47,Chuck Weyant,McKay,KK500J/Offy,Accident,45,0,"$3,505",1959
29,19,7,Jud Larson,Bowes Seal Fast,KK500J/Offy,Accident,45,0,"$3,650",1959
30,31,77,Mike Magill,Dayton Steel Foundry,KK500G/Offy,Accident,45,0,"$3,445",1959
31,26,87,Red Amick,Wheeler-Foutch,KK500C/Offy,Accident,45,0,"$3,915",1959
32,22,8,Len Sutton,Wolcott Memorial,Lesovsky/Offy,Accident,34,0,"$3,385",1959
33,20,6,Jimmy Bryan,Belond A.P. Muffler,Salih/Offy,Cam housing,1,0,"$3,405",1959
1,2,4,Jim Rathmann,Ken-Paul,Watson/Offy,138.767,200,100,"$110,000",1960
2,3,1,Rodger Ward,Leader Card 500 Roadster,Watson/Offy,138.631,200,58,"$48,025",1960
3,26,99,Paul Goldsmith,Demler,Epperly/Offy,136.792,200,0,"$24,350",1960
4,8,7,Don Branson,Bob Estes,Phillips/Offy,136.785,200,0,"$15,475",1960
5,17,3,Johnny Thomson,Adams Quarter Horse Farm,Lesovsky/Offy,136.75,200,10,"$15,100",1960
6,7,22,Eddie Johnson,Jim Robbins,Trevis/Offy,136.137,200,0,"$9,200",1960
7,12,98,Lloyd Ruby,Agajanian,Watson/Offy,135.983,200,0,"$7,900",1960
8,25,44,Bob Veith,Schmidt,Meskowski/Offy,135.452,200,0,"$7,850",1960
9,28,18,Bud Tingelstad,Jim Robbins,Trevis/Offy,133.717,200,0,"$6,900",1960
10,14,38,Bob Christie,Federal Engineering,KK500D/Offy,133.416,200,0,"$6,700",1960
11,22,27,Red Amick,King O'Lawn,Salih/Offy,131.946,200,0,"$5,520",1960
12,27,17,Duane Carter,Thompson Industries,Kuzma/Offy,131.882,200,0,"$5,450",1960
13,31,39,Bill Homeier,Ridgewood Builders,Kuzma/Offy,131.367,200,0,"$4,980",1960
14,24,48,Gene Hartley,Sumar,KK500G/Offy,Running,196,0,"$5,710",1960
15,9,65,Chuck Stevenson,Leader Card 500 Roadster,Watson/Offy,Running,196,0,"$4,740",1960
16,21,14,Bobby Grim,Bill Forbes,Meskowski/Offy,Running,194,0,"$4,920",1960
17,19,26,Shorty Templeman,Federal Engineering,KK500E/Offy,Running,191,0,"$5,100",1960
18,23,56,Jim Hurtubise,Travelon Trailer,Christensen/Offy,Rod,185,0,"$8,880",1960
19,10,10,Jimmy Bryan,Metal-Cal,Salih/Offy,Fuel Pump,152,0,"$4,400",1960
20,6,28,Troy Ruttman,John Zink Heater,Watson/Offy,Gear,134,11,"$6,220",1960
21,1,6,Eddie Sachs,Dean Van Lines,Ewing/Offy,Magneto,132,21,"$9,390",1960
22,11,73,Don Freeland,Ross-Babcock Traveler,Kurtis/Offy,Magneto,129,0,"$4,310",1960
23,18,2,Tony Bettenhausen,Dowgard,Watson/Offy,Rod,125,0,"$5,080",1960
24,15,32,Wayne Weiler,Ansted Rotary,Kuzma/Offy,Accident,103,0,"$4,200",1960
25,16,5,A.J. Foyt,Bowes Seal Fast,Kurtis/Offy,Clutch,90,0,"$4,220",1960
26,29,46,Eddie Russo,Go-Kart,KK500G/Offy,Accident,84,0,"$4,140",1960
27,13,8,Johnny Boyd,Bowes Seal Fast,Epperly/Offy,Piston,77,0,"$4,160",1960
28,20,37,Gene Force,McKay,KK500J/Offy,Brakes,74,0,"$4,480",1960
29,32,16,Jim McWithey,Hoover Motor Express,Epperly/Offy,Brakes,60,0,"$4,100",1960
30,5,9,Len Sutton,S-R Racing Enterprises,Watson/Offy,Piston ring,47,0,"$4,320",1960
31,4,97,Dick Rathmann,Jim Robbins,Watson/Offy,Brake Line,42,0,"$4,440",1960
32,30,76,Al Herman,Joe Hunt Magneto,Ewing/Offy,Clutch,34,0,"$4,010",1960
33,33,23,Dempsey Wilson,Bryant Heating & Cooling,KK500G/Offy,Magneto,11,0,"$4,380",1960
1,7,1,A.J. Foyt,Bowes Seal Fast,Trevis/Offy,139.13,200,71,"$117,975",1961
2,1,12,Eddie Sachs,Dean Van Lines,Ewing/Offy,139.041,200,44,"$53,400",1961
3,4,2,Rodger Ward,Del Webb's Sun City,Watson/Offy,138.539,200,7,"$26,500",1961
4,18,7,Shorty Templeman,Bill Forbes Racing Team,Meskowski/Offy,136.873,200,0,"$16,025",1961
5,26,19,Al Keller,Konstant Hot,Phillips/Offy,136.034,200,0,"$13,725",1961
6,28,18,Chuck Stevenson,Metal-Cal,Epperly/Offy,135.742,200,0,"$9,875",1961
7,33,31,Bobby Marshman,Hoover Motor Express,Epperly/Offy,135.534,200,0,"$9,550",1961
8,25,5,Lloyd Ruby,Autolite Dealer's Assn.,Epperly/Offy,134.86,200,0,"$8,750",1961
9,13,17,Jack Brabham,Kimberly Cooper-Climax,Cooper/Climax,134.116,200,0,"$7,250",1961
10,32,34,Norm Hall,Federal Engineering,KK500E/Offy,134.104,200,0,"$8,250",1961
11,15,28,Gene Hartley,John Chalik,Trevis/Offy,Running,198,0,"$5,820",1961
12,5,98,Parnelli Jones,Agajanian Willard Battery,Watson/Offy,Running,192,27,"$10,350",1961
13,6,97,Dick Rathmann,Jim Robbins,Watson/Offy,Fuel pump,164,0,"$5,580",1961
14,17,10,Paul Goldsmith,Racing Associates,Lesovsky/Offy,Oil leak,160,0,"$5,210",1961
15,12,15,Wayne Weiler,Hopkins Coral Harbour,Watson/Offy,Wheel,147,0,"$5,040",1961
16,31,35,Dempsey Wilson,Lysle Greenman,Kuzma/Offy,Fuel pump,145,0,"$4,920",1961
17,16,32,Bob Christie,North Electric,Kurtis/Offy,Piston,132,0,"$4,850",1961
18,10,33,Eddie Johnson,Jim Robbins,Kuzma/Offy,Accident,127,0,"$4,730",1961
19,8,8,Len Sutton,Bryant Heating & Cooling,Watson/Offy,Transmission,110,0,"$4,650",1961
20,22,52,Troy Ruttman,John Zink Trackburner,Watson/Offy,Clutch,105,10,"$6,970",1961
21,20,41,Johnny Boyd,Leader Card 500 Roadster,Watson/Offy,Clutch,105,0,"$4,650",1961
22,3,99,Jim Hurtubise,Demler,Epperly/Offy,Piston,102,35,"$10,410",1961
23,19,86,Ebb Rose,Meyer Speedway,Porter/Offy,Oil line,93,0,"$4,530",1961
24,30,26,Cliff Griffith,McCullough Engineering,Elder/Offy,Piston,55,0,"$4,750",1961
25,21,45,Jack Turner,Bardahl,Kurtis/Offy,Accident,52,0,"$5,720",1961
26,14,73,A.J. Shepherd,Travelon Trailer,Christensen/Offy,Accident,51,0,"$4,440",1961
27,29,22,Roger McCluskey,Racing Associates,Moore/Offy,Accident,51,0,"$4,710",1961
28,9,14,Bill Cheesbourg,Dean Van Lines,Kuzma/Offy,Accident,50,0,"$4,430",1961
29,27,83,Don Davis,Dart-Kart by Rupp,Trevis/Offy,Accident,49,0,"$4,950",1961
30,11,4,Jim Rathmann,Simoniz,Watson/Offy,Magneto,48,6,"$5,270",1961
31,23,55,Jimmy Daywalt,Schultz Fueling Equipment,KK500G/Offy,Brakes,27,0,"$4,890",1961
32,24,16,Bobby Grim,Thompson Industries,Watson/Offy,Fuel injection,26,0,"$4,660",1961
33,2,3,Don Branson,Hoover Motor Express,Epperly/Offy,Valves,2,0,"$5,080",1961
1,2,3,Rodger Ward,Leader Card 500 Roadster,Watson/Offy,140.293,200,66,"$125,015",1962
2,4,7,Len Sutton,Leader Card 500 Roadster,Watson/Offy,140.167,200,9,"$44,566",1962
3,27,2,Eddie Sachs,Dean-Autolite,Ewing/Offy,140.075,200,0,"$26,591",1962
4,12,27,Don Davis,J.H. Rose Truck Line,Lesovsky/Offy,139.768,200,0,"$16,716",1962
5,3,54,Bobby Marshman,Bryant Heating & Cooling,Epperly/Offy,138.79,200,0,"$14,316",1962
6,7,15,Jim McElreath,Schulz Fueling Equipment,KK500G/Offy,138.653,200,0,"$10,366",1962
7,1,98,Parnelli Jones,Agajanian Willard Battery,Watson/Offy,138.534,200,120,"$32,966",1962
8,24,12,Lloyd Ruby,Thompson Industries,Watson/Offy,138.182,200,0,"$8,541",1962
9,23,44,Jim Rathmann,Simoniz Vista,Watson/Offy,136.913,200,0,"$8,041",1962
10,28,38,Johnny Boyd,Metal-Cal,Epperly/Offy,136.6,200,0,"$8,841",1962
11,6,4,Shorty Templeman,Bill Forbes Racing Team,Watson/Offy,135.844,200,0,"$6,461",1962
12,11,14,Don Branson,Mid-Continent Securities,Epperly/Offy,135.836,200,0,"$6,041",1962
13,29,91,Jim Hurtubise,Jim Robbins,Watson/Offy,135.655,200,0,"$6,621",1962
14,32,86,Ebb Rose,J.H. Rose Truck Line,Porter/Offy,134.001,200,0,"$6,001",1962
15,10,5,Bud Tingelstad,Konstant Hot,Phillips/Offy,133.17,200,0,"$5,631",1962
16,9,17,Roger McCluskey,Bell Lines Trucking,Watson/Offy,Spun out,168,3,"$5,911",1962
17,17,21,Elmer George,Sarkes Tarzian,Lesovsky/Offy,Engine,146,0,"$5,341",1962
18,30,26,Troy Ruttman,Jim Robbins,Kuzma/Offy,Piston,140,0,"$5,871",1962
19,15,18,Bobby Grim,Morcroft,Trevis/Offy,Oil Leak,96,0,"$5,191",1962
20,8,34,Dan Gurney,Thompson Harvey Aluminum,Thompson/Buick,Rear end,92,0,"$5,161",1962
21,16,19,Chuck Hulse,Federal Engineering,KK500E/Offy,Fuel pump,91,0,"$5,531",1962
22,33,79,Jimmy Daywalt,"City of Albany, NY",Kurtis/Offy,Transmission,74,0,"$5,351",1962
23,5,1,A.J. Foyt,Bowes Seal Fast,Trevis/Offy,Lost wheel,69,2,"$5,721",1962
24,13,9,Dick Rathmann,Chapman,Watson/Offy,Magneto,51,0,"$5,091",1962
25,18,32,Eddie Johnson,Polyaire Foam,Trevis/Offy,Magneto,38,0,"$6,261",1962
26,26,53,Paul Goldsmith,American Rubber & Plastics,Epperly/Offy,Magneto,26,0,"$5,031",1962
27,20,88,Gene Hartley,Drewry's,Watson/Offy,Steering,23,0,"$6,201",1962
28,14,62,Paul Russo,Denver-Chicago Trucking,Watson/Offy,Piston,20,0,"$4,921",1962
29,25,45,Jack Turner,Bardahl,Kurtis/Offy,Accident,17,0,"$5,141",1962
30,31,29,Bob Christie,North Electric,Kurtis/Offy,Accident,17,0,"$5,311",1962
31,22,83,Allen Crowe,S-R Racing Enterprises,Watson/Offy,Accident,17,0,"$5,431",1962
32,21,67,Chuck Rodee,Travelon Trailer,Christensen/Offy,Accident,17,0,"$5,601",1962
33,19,96,Bob Veith,Meguiar's Mirror Glaze,Elder/Offy,Piston,12,0,"$5,871",1962
1,1,98,Parnelli Jones,Agajanian Willard Battery,Watson/Offy,143.137,200,167,"$148,513",1963
2,5,92,Jim Clark,Lotus powered by Ford,Lotus/Ford,142.752,200,28,"$56,238",1963
3,8,2,A.J. Foyt,Sheraton-Thompson,Trevis/Offy,142.21,200,0,"$32,614",1963
4,4,1,Rodger Ward,Kaiser Aluminum,Watson/Offy,141.09,200,0,"$21,288",1963
5,3,4,Don Branson,Leader Card 500 Roadster,Watson/Offy,140.866,200,0,"$18,588",1963
6,6,8,Jim McElreath,Bill Forbes Racing Team,Watson/Offy,140.862,200,0,"$14,888",1963
7,12,93,Dan Gurney,Lotus powered by Ford,Lotus/Ford,140.071,200,0,"$18,063",1963
8,11,10,Chuck Hulse,Dean Van Lines,Ewing/Offy,140.064,200,0,"$12,163",1963
9,31,84,Al Miller (Krulac),Thompson Harvey Aluminum,Thompson/Chevrolet,139.524,200,0,"$12,513",1963
10,17,22,Dick Rathmann,Chapman,Watson/Offy,138.845,200,0,"$10,463",1963
11,30,29,Dempsey Wilson,Vita Fresh Orange Juice,Kuzma/Offy,138.574,200,0,"$8,300",1963
12,33,17,Troy Ruttman,Robbins Autocrat Seat Belt,Kuzma/Offy,138.244,200,0,"$8,450",1963
13,18,65,Bob Christie,Travelon Trailer,Christensen/Offy,136.104,200,0,"$7,900",1963
14,32,32,Ebb Rose,Sheraton-Thompson,Watson/Offy,132.347,200,0,"$7,550",1963
15,14,14,Roger McCluskey,Konstant Hot,Watson/Offy,Spun out,198,4,"$7,100",1963
16,7,5,Bobby Marshman,Econo-Car Rental,Epperly/Offy,Rear end,196,0,"$6,300",1963
17,10,9,Eddie Sachs,Bryant Heating & Cooling,Watson/Offy,Accident,181,0,"$7,100",1963
18,9,99,Paul Goldsmith,Demler,Watson/Offy,Crankshaft,149,0,"$7,350",1963
19,19,52,Lloyd Ruby,John Zink Trackburner,Watson/Offy,Accident,126,0,"$6,350",1963
20,21,88,Eddie Johnson,Drewry's,Watson/Offy,Accident,112,0,"$6,300",1963
21,22,45,Chuck Stevenson,Bardahl,Watson/Offy,Cylinder,110,0,"$5,700",1963
22,2,56,Jim Hurtubise,"Hotel Tropicana, Las Vegas",Kurtis/Novi,Oil leak,102,1,"$7,400",1963
23,15,83,Duane Carter,Thompson Harvey Aluminum,Thompson/Chevrolet,Rod,100,0,"$5,700",1963
24,29,16,Jim Rathmann,Hopkins Coral Harbour,Watson/Offy,Fuel system,99,0,"$5,650",1963
25,20,26,Bobby Grim,Morcroft,Trevis/Offy,Oil tank leak,79,0,"$5,900",1963
26,24,86,Bob Veith,Sheraton-Thompson,Porter/Offy,Valve,74,0,"$5,600",1963
27,13,35,Allen Crowe,Gabriel Shocker,Trevis/Offy,Accident,47,0,"$5,700",1963
28,25,54,Bud Tingelstad,"Hoover, Inc.",Epperly/Offy,Accident,46,0,"$5,500",1963
29,26,37,Johnny Rutherford,US Equipment Co.,Watson/Offy,Transmission,43,0,"$5,400",1963
30,28,21,Elmer George,Sarkes Tarzian,Lesovsky/Offy,Handling,21,0,"$5,350",1963
31,23,75,Art Malone,STP,Kurtis/Novi,Clutch,18,0,"$5,150",1963
32,27,23,Johnny Boyd,Bowes Seal Fast,Epperly/Offy,Oil,12,0,"$5,300",1963
33,16,6,Bobby Unser,"Hotel Tropicana, Las Vegas",Kurtis/Novi,Accident,2,0,"$6,250",1963
1,5,1,A.J. Foyt,Sheraton-Thompson,Watson/Offy,147.35,200,146,"$153,650",1964
2,3,2,Rodger Ward,Kaiser Aluminum,Watson/Ford,146.339,200,0,"$56,925",1964
3,7,18,Lloyd Ruby,Bill Forbes Racing Team,Watson/Offy,144.32,200,0,"$35,650",1964
4,21,99,Johnny White,Demler,Watson/Offy,143.206,200,0,"$21,200",1964
5,13,88,Johnny Boyd,Vita Fresh Orange Juice,Kuzma/Offy,142.345,200,0,"$17,625",1964
6,19,15,Bud Tingelstad,Federal Engineering,Trevis/Offy,Running,198,0,"$15,425",1964
7,12,23,Dick Rathmann,Chapman,Watson/Offy,Running,197,0,"$13,500",1964
8,27,4,Bob Harkey,Wally Weir Mobilgas,Watson/Offy,Running,197,0,"$12,200",1964
9,32,68,Bob Wente,Morcroft-Taylor,Trevis/Offy,Running,197,0,"$11,350",1964
10,20,16,Bobby Grim,Konstant-Hot,Kurtis/Offy,Running,196,0,"$10,000",1964
11,30,3,Art Malone,Studebaker-STP,Kurtis/Novi,Running,194,0,"$9,200",1964
12,9,5,Don Branson,Wynn's Friction Proofing,Watson/Offy,Transmission,187,0,"$7,600",1964
13,10,53,Walt Hansgen,MG Liquid Suspension,Huffaker/Offy,Running,176,0,"$7,150",1964
14,11,56,Jim Hurtubise,Tombstone Life,Watson/Offy,Lost oil,141,0,"$6,650",1964
15,8,66,Len Sutton,Bryant Heating & Cooling,Vollstedt/Offy,Magneto,140,0,"$6,450",1964
16,33,62,Bill Cheesbourg,Arizona Apache Airlines,Epperly/Offy,Gear box,131,0,"$6,400",1964
17,6,12,Dan Gurney,Lotus powered by Ford,Lotus/Ford,Withdrawn-tires,110,0,"$6,450",1964
18,18,14,Troy Ruttman,Dayton Steel Wheel,Watson/Offy,Spun out,99,0,"$6,500",1964
19,23,54,Bob Veith,MG Liquid Suspension,Huffaker/Offy,Piston,88,0,"$6,550",1964
20,25,52,Jack Brabham,Zink-Urschel Trackburner,Brabham/Offy,Fuel tank,77,0,"$6,000",1964
21,26,28,Jim McElreath,Studebaker-STP,Kurtis/Novi,Filter system,77,0,"$5,850",1964
22,28,77,Bob Mathouser,Dayton Disc Brake,Walther/Offy,Spun out,77,0,"$5,450",1964
23,4,98,Parnelli Jones,Agajanian Bowes Seal Fast,Watson/Offy,Pit fire,55,7,"$8,200",1964
24,1,6,Jim Clark,Lotus powered by Ford,Lotus/Ford,Suspension,47,14,"$12,400",1964
25,2,51,Bobby Marshman,Pure Oil Firebird,Lotus/Ford,Transmission,39,33,"$12,000",1964
26,24,84,Eddie Johnson,Thompson-Sears Allstate,Thompson/Ford,Fuel Pump,6,0,"$5,900",1964
27,15,86,Johnny Rutherford,Bardahl,Watson/Offy,Accident,2,0,"$5,200",1964
28,29,95,Chuck Stevenson,Diet Rite Cola,Watson/Offy,Accident,2,0,"$5,200",1964
29,14,83,Dave MacDonald,Thompson-Sears Allstate,Thompson/Ford,Accident,1,0,"$5,100",1964
30,17,25,Eddie Sachs,American Red Ball,Halibrand/Ford,Accident,1,0,"$6,300",1964
31,16,64,Ronnie Duman,Clean Wear Service Co.,Trevis/Offy,Accident,1,0,"$5,000",1964
32,22,9,Bobby Unser,Studebaker-STP,Ferguson/Novi,Accident,1,0,"$6,750",1964
33,31,26,Norm Hall,Hurst Floor Shift,Watson/Offy,Accident,1,0,"$5,750",1964
1,2,82,Jim Clark,Lotus powered by Ford,Lotus/Ford,150.686,200,190,"$166,621",1965
2,5,98,Parnelli Jones,Agajanian Hurst,Kuzma-Lotus/Ford,149.2,200,0,"$64,661",1965
3,4,12,Mario Andretti,Dean Van Lines,Brawner/Ford,149.121,200,0,"$42,551",1965
4,7,74,Al Miller (Krulac),Jerry Alderman Ford,Lotus/Ford,146.581,200,0,"$26,641",1965
5,14,76,Gordon Johncock,Weinberger Homes,Watson/Offy,146.417,200,0,"$21,981",1965
6,15,81,Mickey Rupp,G.C. Murphy,Gerhardt/Offy,Running,198,0,"$18,971",1965
7,22,83,Bobby Johns,Lotus powered by Ford,Lotus/Ford,Running,197,0,"$16,886",1965
8,18,4,Don Branson,Wynn's,Watson/Ford,Running,197,0,"$16,376",1965
9,32,45,Al Unser,Sheraton-Thompson,Lola/Ford,Running,196,0,"$14,416",1965
